species,dataset,OG,Gene1,Gene2,exp_sum,exp_log2FC
Slyc4,Slyc4_fruit,OG0000553,Solyc08g007250,Solyc08g013970,1.38765315855607,4.25774472618976
Spri1,Spri1_fruit,OG0000553,Solpri1_08g000460,Solpri1_08g000480,5.50253845578908,6.43111982138339
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,15.871687362279,1.18621008502981
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,13.8835186667412,1.0765630955116
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,14.6263901366217,1.86860359609253
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,15.183725791266,1.49153736167957
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,16.0505454919741,1.90283523091184
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,17.2743072024917,1.21044030150224
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,23.1699933144125,1.92866121827974
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,21.4083736206545,1.91427012597412
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,11.0766031674723,1.324962154977
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,11.5722018554577,0.923175679196009
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,19.8376141117522,1.55264887598296
Slyc4,Slyc4_fruit,OG0000668,Solyc04g008220,Solyc05g018500,21.3671333567593,1.05840076762221
Spri1,Spri1_fruit,OG0000668,Solpri1_01g002450,Solpri1_04g006230,10.4428822886308,1.59183692469702
Spri1,Spri1_fruit,OG0000668,Solpri1_01g002450,Solpri1_04g006230,12.0349663768684,0.507479994314504
Spri1,Spri1_fruit,OG0000668,Solpri1_01g002450,Solpri1_04g006230,6.54947828444543,0.568910342588551
Spri1,Spri1_fruit,OG0000668,Solpri1_01g002450,Solpri1_04g006230,5.96566994944984,0.504374083446687
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,494.695539555583,1.19216972739388
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,501.532458171766,1.20529738533456
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,465.319330548635,0.192918782487121
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,453.083119492802,0.193488048478305
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,520.62774791055,1.02133884610173
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,438.986285865874,0.983929761246314
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,68.0480678640161,3.80703348384742
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,69.7145682666054,2.77267368250306
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,272.784665824871,0.527064117012949
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,275.616845699443,0.55293651088562
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,215.299099208688,4.74227777394107
Slyc4,Slyc4_fruit,OG0000731,Solyc05g053550,Solyc09g091510,219.813627838279,4.94871559233115
Spri1,Spri1_fruit,OG0000731,Solpri1_09g025600,Solpri1_12g004660,81.2877345351572,5.65028215683858
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,29.126440492044,6.75012481511539
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,27.5286837518983,7.61194539768202
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,33.5646583220115,0.474706409138136
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,32.1096737907199,0.441224266014438
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,32.2507443432672,0.321968371693036
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,30.5193243097733,0.386516820995384
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,18.7434335323557,1.93486469497244
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,21.4811097504833,1.31099950193895
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,20.6986382977806,3.58492222391548
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,20.4663870816277,3.50388565182457
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,28.6153015266688,0.89521889051215
Slyc4,Slyc4_fruit,OG0000733,Solyc04g010110,Solyc04g079050,26.5463717939149,1.42707005477374
Spri1,Spri1_fruit,OG0000733,Solpri1_04g000190,Solpri1_11g004270,4.75473745003914,0.900324485382425
Spri1,Spri1_fruit,OG0000733,Solpri1_04g000190,Solpri1_11g004270,10.9953777591573,0.144589087196381
Spri1,Spri1_fruit,OG0000733,Solpri1_04g000190,Solpri1_11g004270,13.3759787903239,1.03972754204784
Spri1,Spri1_fruit,OG0000733,Solpri1_04g000190,Solpri1_11g004270,8.10978679617972,1.06606168986131
Slyc4,Slyc4_fruit,OG0000745,Solyc06g069800,Solyc06g069820,39.6644143615765,7.00497114215027
Spri1,Spri1_fruit,OG0000745,Solpri1_06g027280,Solpri1_06g027300,59.2495657598634,6.02974734339405
Spri1,Spri1_fruit,OG0000745,Solpri1_06g027280,Solpri1_06g027300,48.0142965457981,6.50250034052918
Spri1,Spri1_fruit,OG0000745,Solpri1_06g027280,Solpri1_06g027300,44.5119171097866,7.29155444584384
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,90.3691738900102,0.441617391702658
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,88.8540893359192,0.779773441311011
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,83.0280628030899,0.0815491429346098
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,83.3983785989493,0.486725967321864
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,71.0655738393432,0.488957604622812
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,71.9644439887564,0.107058037938797
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,59.6031671352258,0.0979850613678206
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,62.0983959597129,0.044281894157274
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,70.7383253799278,0.873169977764515
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,67.9208863145925,0.766509869780221
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,79.5289805846896,0.124135913066223
Slyc4,Slyc4_fruit,OG0000748,Solyc04g008890,Solyc08g069080,67.4105345786233,0.060942086579028
Spri1,Spri1_fruit,OG0000748,Solpri1_04g005460,Solpri1_06g003100,374.438500821504,0.340340783847454
Spri1,Spri1_fruit,OG0000748,Solpri1_04g005460,Solpri1_06g003100,278.608111331917,1.06111151430339
Spri1,Spri1_fruit,OG0000748,Solpri1_04g005460,Solpri1_06g003100,244.175853857124,0.9301939798596
Spri1,Spri1_fruit,OG0000748,Solpri1_04g005460,Solpri1_06g003100,394.914724746324,1.02830536922015
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,28.5196066671341,5.56380577913543
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,29.2306572430399,5.17955370264009
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,202.676537484511,1.32838779602296
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,202.247345384714,1.52345004274676
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,196.274356610561,0.549852829114183
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,187.9830886385,0.11257840260023
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,57.8796289843739,0.451946884253017
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,60.2276463322334,0.137785052688462
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,31.9121951435458,2.39404092589119
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,33.7103583800301,2.46193097282564
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,80.3212175324777,0.962013793310455
Slyc4,Slyc4_fruit,OG0000777,Solyc01g059880,Solyc12g099260,85.6734200771921,1.21559609192757
Spri1,Spri1_fruit,OG0000777,Solpri1_01g013960,Solpri1_12g028800,107.581228385068,1.67194280749366
Spri1,Spri1_fruit,OG0000777,Solpri1_01g013960,Solpri1_12g028800,61.5169171899368,2.01044496027296
Spri1,Spri1_fruit,OG0000777,Solpri1_01g013960,Solpri1_12g028800,113.492063296301,0.98853367948026
Spri1,Spri1_fruit,OG0000777,Solpri1_01g013960,Solpri1_12g028800,81.8743205936884,0.46824458198871
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,44.4086582745793,5.96026232008759
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,46.6282578636239,5.9679772852156
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,52.2685996749868,4.14968061287607
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,46.6528269389085,3.67348637303509
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,33.5561671006399,2.84057481823175
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,31.638165386402,2.39451042333228
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,13.4855337587855,4.4104519672013
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,13.7475335329926,3.71643851821963
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,21.9713984435964,7.51920617078159
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,19.9797519553639,7.32261750485049
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,53.988425495984,1.83638953482976
Slyc4,Slyc4_fruit,OG0000799,Solyc09g011590,Solyc09g011600,57.605083473265,1.4821446976576
Spri1,Spri1_fruit,OG0000799,Solpri1_09g005520,Solpri1_09g005530,13.1737489962756,4.02408934732763
Spri1,Spri1_fruit,OG0000799,Solpri1_09g005520,Solpri1_09g005530,16.2682560488908,6.16457057087745
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,13.963155803242,0.166165345003366
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,15.0436040178254,0.681470481574502
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,4.08623207314032,0.500898235932687
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,4.17315257301152,0.709484857744103
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,0.754568203816031,0.405992359675837
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,1.02531171072821,2.40599235967584
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,0.300538259826313,0.178970141045312
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,9.74938427416878,3.31288295528436
Slyc4,Slyc4_fruit,OG0000917,Solyc07g053230,Solyc07g053240,9.84415550184788,4.67901085408225
Spri1,Spri1_fruit,OG0000917,Solpri1_07g022170,Solpri1_07g022180,1.77484161795171,0.635950991689375
Slyc4,Slyc4_fruit,OG0000992,Solyc09g089780,Solyc09g089830,0.690385805259586,0.6939176572426
Spri1,Spri1_fruit,OG0000992,Solpri1_03g006460,Solpri1_09g023560,1.03397855690838,2.53688526434286
Spri1,Spri1_fruit,OG0000992,Solpri1_03g006460,Solpri1_09g023560,0.305293725337807,0.0480772363782978
Spri1,Spri1_fruit,OG0000992,Solpri1_03g006460,Solpri1_09g023560,3.1164500191406,2.7592776856793
Slyc4,Slyc4_fruit,OG0001001,Solyc09g074790,Solyc09g074820,2.46710625385292,4.91928625297646
Slyc4,Slyc4_fruit,OG0001001,Solyc09g074790,Solyc09g074820,1.01385095105508,3.68224705567562
Spri1,Spri1_fruit,OG0001001,Solpri1_09g020430,Solpri1_09g020450,0.348552107296624,2.2220733469039
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,139.792261606958,1.73227574123794
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,138.594650580749,1.71458216188359
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,55.6963246429547,0.627322749198707
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,55.0908669153607,0.735371654530918
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,81.9571367595223,0.392436541635755
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,88.7895825972961,0.0593886204844297
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,112.122524286114,0.567588935715639
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,125.806455553833,0.78549892855813
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,80.0795023834107,1.46946632064036
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,84.0170165812472,1.60035570159843
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,120.661109995248,0.506361724620816
Slyc4,Slyc4_fruit,OG0001052,Solyc03g113220,Solyc06g071050,123.119894029194,0.515744646100579
Spri1,Spri1_fruit,OG0001052,Solpri1_03g028460,Solpri1_06g027520,300.024858858713,5.83671593850702
Spri1,Spri1_fruit,OG0001052,Solpri1_03g028460,Solpri1_06g027520,435.262726782261,5.10467515677267
Spri1,Spri1_fruit,OG0001052,Solpri1_03g028460,Solpri1_06g027520,183.697461533079,2.13088470789755
Spri1,Spri1_fruit,OG0001052,Solpri1_03g028460,Solpri1_06g027520,271.689201700824,3.61503840888487
Slyc4,Slyc4_fruit,OG0001113,Solyc08g068130,Solyc08g068140,1.67701813347804,2.105309857997
Slyc4,Slyc4_fruit,OG0001113,Solyc08g068130,Solyc08g068140,1.26123161625329,3.27523485943933
Slyc4,Slyc4_fruit,OG0001113,Solyc08g068130,Solyc08g068140,0.558381070669441,1.69027235871816
Spri1,Spri1_fruit,OG0001113,Solpri1_08g016820,Solpri1_08g016840,514.412952487411,10.6668008627197
Spri1,Spri1_fruit,OG0001113,Solpri1_08g016820,Solpri1_08g016840,411.786051055839,10.8225030605757
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,250.765631821359,2.27426929936515
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,237.262961762968,2.39988715628195
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,267.949514057775,8.89865966655141
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,280.402384069761,7.60701413860009
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,312.100149537016,9.69094714052008
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,337.365925007878,5.0739961688059
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,256.568310058064,6.95965029644056
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,257.489079918929,6.25291058994373
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,250.487828939055,3.13254189531047
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,267.25154763443,3.3019291472467
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,242.884538551323,4.4141914969768
Slyc4,Slyc4_fruit,OG0001116,Solyc01g079420,Solyc02g150141,242.514190289142,4.30844144037876
Spri1,Spri1_fruit,OG0001116,Solpri1_01g019930,Solpri1_02g032030,782.711743868411,7.84053952859131
Spri1,Spri1_fruit,OG0001116,Solpri1_01g019930,Solpri1_02g032030,671.752482762788,6.84667565285265
Spri1,Spri1_fruit,OG0001116,Solpri1_01g019930,Solpri1_02g032030,636.408751267818,5.90205269142348
Spri1,Spri1_fruit,OG0001116,Solpri1_01g019930,Solpri1_02g032030,622.37364856061,6.46108156549329
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.384791069339327,1.36532069040075
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.546021210823252,2.21964181032041
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.631682485356352,1.78035818967959
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.790865303903924,0.780358189679581
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.593075754277099,0.219641810320411
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.510213477031947,1.21964181032041
Slyc4,Slyc4_fruit,OG0001135,Solyc01g097630,Solyc02g085440,0.423396826828072,1.21964181032041
Spri1,Spri1_fruit,OG0001135,Solpri1_01g031420,Solpri1_02g024620,0.593975020029433,1.92654984735746
Spri1,Spri1_fruit,OG0001135,Solpri1_01g031420,Solpri1_02g024620,1.66003589471109,3.83344044296598
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,314.089189511265,0.0585738606892767
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,309.853222784743,0.0700533429742059
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,384.368291059017,0.844224455393011
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,423.69948018455,0.808413421865601
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,443.745163519458,1.14951806240137
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,530.349799333406,0.101603692413172
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,269.52512110627,0.0753158944219028
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,341.295454925966,0.615481512186454
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,317.568056097057,0.35416707589488
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,334.713211522121,0.202539131932007
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,296.181311547798,0.12771939357012
Slyc4,Slyc4_fruit,OG0001179,Solyc06g007540,Solyc06g082680,286.084265640551,0.0252770234440799
Spri1,Spri1_fruit,OG0001179,Solpri1_06g002810,Solpri1_06g034170,372.15925347767,0.880543776020118
Spri1,Spri1_fruit,OG0001179,Solpri1_06g002810,Solpri1_06g034170,327.176249972277,1.07402350544133
Spri1,Spri1_fruit,OG0001179,Solpri1_06g002810,Solpri1_06g034170,348.658205484288,0.978970541247528
Spri1,Spri1_fruit,OG0001179,Solpri1_06g002810,Solpri1_06g034170,388.707528369675,0.855680659060681
Slyc4,Slyc4_fruit,OG0001187,Solyc12g088460,Solyc12g088510,3.91798496270546,5.32192809488737
Slyc4,Slyc4_fruit,OG0001187,Solyc12g088460,Solyc12g088510,5.27122334527817,5.75488750216347
Slyc4,Slyc4_fruit,OG0001187,Solyc12g088460,Solyc12g088510,7.34886921288456,5.78135971352467
Spri1,Spri1_fruit,OG0001187,Solpri1_12g026240,Solpri1_12g026280,40.2540987280722,8.35996303313963
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,37.8262958743884,1.75271571380645
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,35.1357949731405,1.31395484235514
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,27.7861148605777,6.24783849391183
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,27.8118034433972,6.21788527181021
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,27.2933429023803,5.78593438959501
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,29.1136031089821,3.00052844037106
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,43.4879683867812,3.19046423105546
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,74.2131770904473,1.65700910625371
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,60.5604608162804,1.77552491882944
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,28.9462639278588,1.97228406100593
Slyc4,Slyc4_fruit,OG0001266,Solyc06g071890,Solyc10g051120,33.4996594050444,1.88690201863906
Spri1,Spri1_fruit,OG0001266,Solpri1_06g028420,Solpri1_10g017720,18.6228438498242,5.92278350739512
Spri1,Spri1_fruit,OG0001266,Solpri1_06g028420,Solpri1_10g017720,23.3308678449223,3.82082109644967
Spri1,Spri1_fruit,OG0001266,Solpri1_06g028420,Solpri1_10g017720,23.5044610797382,3.94635197853352
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,16.9687907973555,0.373601427802475
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,17.1350782224679,0.753297567214041
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,10.0520562065927,0.31471915919685
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,9.32566750767047,0.00711730400697566
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,12.8371220634983,0.40741934644167
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,12.279480533768,0.481382357212886
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,20.6206194759132,0.353701870364767
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,19.5374481454837,0.655538739141238
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,12.7952619101206,0.554586488572294
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,12.8023024990232,0.574658745561068
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,14.6465589737127,0.755030534438496
Slyc4,Slyc4_fruit,OG0001268,Solyc11g011533,Solyc11g011537,16.0150993344105,0.366682013862676
Spri1,Spri1_fruit,OG0001268,Solpri1_04g029030,Solpri1_04g029040,5.24800792478857,0.731217234394606
Spri1,Spri1_fruit,OG0001268,Solpri1_04g029030,Solpri1_04g029040,3.37676203428877,0.0277746661016115
Spri1,Spri1_fruit,OG0001268,Solpri1_04g029030,Solpri1_04g029040,3.15293566400485,2.29415342878576
Spri1,Spri1_fruit,OG0001268,Solpri1_04g029030,Solpri1_04g029040,1.69938738969094,2.29415342878576
Slyc4,Slyc4_fruit,OG0001274,Solyc12g057060,Solyc12g057080,10.8725237513148,5.43473795080222
Slyc4,Slyc4_fruit,OG0001274,Solyc12g057060,Solyc12g057080,0.712187446797037,2.61273625278023
