species,dataset,OG,Gene1,Gene2,exp_sum,exp_log2FC
Spri1,Spri1_flower,OG0000428,Solpri1_04g025750,Solpri1_04g025780,98.2224734812664,5.31247022604656
Spri1,Spri1_flower,OG0000428,Solpri1_04g025750,Solpri1_04g025780,114.560593556379,9.59294232422415
Spri1,Spri1_flower,OG0000428,Solpri1_04g025750,Solpri1_04g025780,114.821544594753,9.50266228932336
Spri1,Spri1_flower,OG0000428,Solpri1_04g025750,Solpri1_04g025780,123.924237932939,9.67549888618557
Slyc4,Slyc4_flower,OG0000463,Solyc09g007570,Solyc11g017360,4.1180577914879,1.45513426572986
Slyc4,Slyc4_flower,OG0000463,Solyc09g007570,Solyc11g017360,3.22772797138722,0.870171765008705
Spri1,Spri1_flower,OG0000463,Solpri1_09g002780,Solpri1_11g014450,3.41012970117991,1.58581793806664
Spri1,Spri1_flower,OG0000463,Solpri1_09g002780,Solpri1_11g014450,5.44821970866183,1.73782103151169
Spri1,Spri1_flower,OG0000463,Solpri1_09g002780,Solpri1_11g014450,5.14202215030427,1.61383231423623
Spri1,Spri1_flower,OG0000463,Solpri1_09g002780,Solpri1_11g014450,5.42349261168664,1.907746032954
Slyc4,Slyc4_flower,OG0000541,Solyc08g074620,Solyc08g074630,257.155604558262,1.53806278938916
Slyc4,Slyc4_flower,OG0000541,Solyc08g074620,Solyc08g074630,258.018555543802,1.48405476593716
Spri1,Spri1_flower,OG0000541,Solpri1_08g018060,Solpri1_08g018500,17.0996692423311,3.4007681215149
Spri1,Spri1_flower,OG0000541,Solpri1_08g018060,Solpri1_08g018500,68.6251481381699,2.99107818741941
Spri1,Spri1_flower,OG0000541,Solpri1_08g018060,Solpri1_08g018500,18.4874499265556,6.43277851641751
Spri1,Spri1_flower,OG0000541,Solpri1_08g018060,Solpri1_08g018500,65.2285372022786,3.96853561876831
Slyc4,Slyc4_flower,OG0000560,Solyc01g110825,Solyc01g110860,2.29108536770154,0.616056269822725
Spri1,Spri1_flower,OG0000560,Solpri1_01g043150,Solpri1_01g043160,15.2589747405672,1.52937017475784
Spri1,Spri1_flower,OG0000560,Solpri1_01g043150,Solpri1_01g043160,8.8741076098469,1.27798474729977
Spri1,Spri1_flower,OG0000560,Solpri1_01g043150,Solpri1_01g043160,13.6871250802576,2.86294724802092
Slyc4,Slyc4_flower,OG0000659,Solyc06g064720,Solyc06g064760,0.259535158900888,0.00574398253480731
Spri1,Spri1_flower,OG0000659,Solpri1_06g023130,Solpri1_06g023580,6.29581239191726,4.53337713853723
Spri1,Spri1_flower,OG0000659,Solpri1_06g023130,Solpri1_06g023580,10.0048948791323,4.82194663647816
Spri1,Spri1_flower,OG0000659,Solpri1_06g023130,Solpri1_06g023580,10.2204410925068,6.20499402151256
Spri1,Spri1_flower,OG0000659,Solpri1_06g023130,Solpri1_06g023580,9.00707573711011,6.67555714949664
Slyc4,Slyc4_flower,OG0000668,Solyc04g008220,Solyc05g018500,16.9008272807437,1.20779280691046
Slyc4,Slyc4_flower,OG0000668,Solyc04g008220,Solyc05g018500,13.4332674867069,1.59626417679439
Spri1,Spri1_flower,OG0000668,Solpri1_01g002450,Solpri1_04g006230,15.7581130011447,0.690292992080925
Spri1,Spri1_flower,OG0000668,Solpri1_01g002450,Solpri1_04g006230,14.4146837134835,0.734074684108838
Spri1,Spri1_flower,OG0000668,Solpri1_01g002450,Solpri1_04g006230,14.8541110251766,0.766395971166716
Spri1,Spri1_flower,OG0000668,Solpri1_01g002450,Solpri1_04g006230,11.0632614315723,1.00086122480374
Slyc4,Slyc4_flower,OG0000669,Solyc01g068510,Solyc04g014330,5.3086141355916,3.10909980874627
Slyc4,Slyc4_flower,OG0000669,Solyc01g068510,Solyc04g014330,2.08002388840154,2.64966819010897
Spri1,Spri1_flower,OG0000669,Solpri1_01g020850,Solpri1_04g002640,0.41852899185523,0.00720748397091506
Slyc4,Slyc4_flower,OG0000733,Solyc04g010110,Solyc04g079050,89.0788703638849,2.32212184172572
Slyc4,Slyc4_flower,OG0000733,Solyc04g010110,Solyc04g079050,94.3367394862227,2.32186818105854
Spri1,Spri1_flower,OG0000733,Solpri1_04g000190,Solpri1_11g004270,2.45621784241757,2.76907995210418
Spri1,Spri1_flower,OG0000733,Solpri1_04g000190,Solpri1_11g004270,2.12210345005192,1.28365312493394
Spri1,Spri1_flower,OG0000733,Solpri1_04g000190,Solpri1_11g004270,2.18169732658339,1.47629820287633
Spri1,Spri1_flower,OG0000733,Solpri1_04g000190,Solpri1_11g004270,2.46300104776382,3.86861562565509
Slyc4,Slyc4_flower,OG0000748,Solyc04g008890,Solyc08g069080,51.120949224947,0.0500477398485965
Slyc4,Slyc4_flower,OG0000748,Solyc04g008890,Solyc08g069080,55.0563270435286,0.0066114761912174
Spri1,Spri1_flower,OG0000748,Solpri1_04g005460,Solpri1_06g003100,182.637177455096,0.805465531213679
Spri1,Spri1_flower,OG0000748,Solpri1_04g005460,Solpri1_06g003100,264.732001078367,0.686734192512263
Spri1,Spri1_flower,OG0000748,Solpri1_04g005460,Solpri1_06g003100,196.555015605027,0.603017582401599
Spri1,Spri1_flower,OG0000748,Solpri1_04g005460,Solpri1_06g003100,198.216663838597,0.599817370268051
Slyc4,Slyc4_flower,OG0000789,Solyc03g045140,Solyc09g090510,36.8244124389111,2.947771110366
Slyc4,Slyc4_flower,OG0000789,Solyc03g045140,Solyc09g090510,38.6675981043171,3.12398084479295
Spri1,Spri1_flower,OG0000789,Solpri1_09g024360,Solpri1_09g024370,24.5977208687233,3.53590164228987
Spri1,Spri1_flower,OG0000789,Solpri1_09g024360,Solpri1_09g024370,40.839476505923,4.16963361479088
Spri1,Spri1_flower,OG0000789,Solpri1_09g024360,Solpri1_09g024370,34.5356214165333,4.91784396612471
Spri1,Spri1_flower,OG0000789,Solpri1_09g024360,Solpri1_09g024370,28.2815832197955,3.51505232565671
Slyc4,Slyc4_flower,OG0000799,Solyc09g011590,Solyc09g011600,7.54564559738885,1.15058484044619
Slyc4,Slyc4_flower,OG0000799,Solyc09g011590,Solyc09g011600,6.95461636483066,1.62668386546131
Spri1,Spri1_flower,OG0000799,Solpri1_09g005520,Solpri1_09g005530,28.215721333544,6.52465966075841
Slyc4,Slyc4_flower,OG0000805,Solyc09g006005,Solyc09g007010,81.7792543350089,1.76802152983435
Slyc4,Slyc4_flower,OG0000805,Solyc09g006005,Solyc09g007010,87.3317296078675,1.70743213652396
Spri1,Spri1_flower,OG0000805,Solpri1_09g003350,Solpri1_09g003360,210.548740467323,3.44138802934669
Spri1,Spri1_flower,OG0000805,Solpri1_09g003350,Solpri1_09g003360,273.432166617633,4.68029358530483
Spri1,Spri1_flower,OG0000805,Solpri1_09g003350,Solpri1_09g003360,1103.1213169869,7.21172778342869
Spri1,Spri1_flower,OG0000805,Solpri1_09g003350,Solpri1_09g003360,312.456499287002,5.089781488354
Slyc4,Slyc4_flower,OG0000919,Solyc03g031900,Solyc03g031910,2.66514970193958,5.95771656993312
Spri1,Spri1_flower,OG0000919,Solpri1_03g002350,Solpri1_06g006760,6.82522188201744,7.1337420190273
Slyc4,Slyc4_flower,OG0000957,Solyc08g080380,Solyc08g080390,34.3665882901127,3.31258418242601
Slyc4,Slyc4_flower,OG0000957,Solyc08g080380,Solyc08g080390,36.8531959392942,3.24168855691899
Spri1,Spri1_flower,OG0000957,Solpri1_08g025440,Solpri1_08g025460,80.0487995185925,7.63105682760221
Spri1,Spri1_flower,OG0000957,Solpri1_08g025440,Solpri1_08g025460,66.3165241761293,7.38268360228415
Spri1,Spri1_flower,OG0000957,Solpri1_08g025440,Solpri1_08g025460,83.3244470208957,4.91729596304635
Slyc4,Slyc4_flower,OG0001010,Solyc11g011230,Solyc12g042690,16.8890129681943,0.357894539409466
Slyc4,Slyc4_flower,OG0001010,Solyc11g011230,Solyc12g042690,18.4776620726788,0.125702868028246
Spri1,Spri1_flower,OG0001010,Solpri1_04g028430,Solpri1_04g028440,8.16751039438799,3.94485844580754
Spri1,Spri1_flower,OG0001010,Solpri1_04g028430,Solpri1_04g028440,7.4454225748435,5.42290574261218
Slyc4,Slyc4_flower,OG0001013,Solyc09g007150,Solyc10g084400,226.646194192486,3.30306129970537
Slyc4,Slyc4_flower,OG0001013,Solyc09g007150,Solyc10g084400,233.740054229799,3.23584681471066
Spri1,Spri1_flower,OG0001013,Solpri1_09g003250,Solpri1_10g025070,77.8530260263716,2.03065702123303
Spri1,Spri1_flower,OG0001013,Solpri1_09g003250,Solpri1_10g025070,96.4562490131959,2.29171716053788
Spri1,Spri1_flower,OG0001013,Solpri1_09g003250,Solpri1_10g025070,61.7588515341578,1.14852252471009
Spri1,Spri1_flower,OG0001013,Solpri1_09g003250,Solpri1_10g025070,70.8454322666908,2.96925647656889
Slyc4,Slyc4_flower,OG0001052,Solyc03g113220,Solyc06g071050,76.0886738672596,0.945972647701939
Slyc4,Slyc4_flower,OG0001052,Solyc03g113220,Solyc06g071050,78.8374101225059,1.06859058362207
Spri1,Spri1_flower,OG0001052,Solpri1_03g028460,Solpri1_06g027520,90.9696620572509,2.23730282362244
Spri1,Spri1_flower,OG0001052,Solpri1_03g028460,Solpri1_06g027520,105.439032469609,1.83671593850702
Spri1,Spri1_flower,OG0001052,Solpri1_03g028460,Solpri1_06g027520,172.023624567148,2.03019792745088
Spri1,Spri1_flower,OG0001052,Solpri1_03g028460,Solpri1_06g027520,96.1710705270494,1.30058862267692
Slyc4,Slyc4_flower,OG0001116,Solyc01g079420,Solyc02g150141,205.13315433387,5.86453388264679
Slyc4,Slyc4_flower,OG0001116,Solyc01g079420,Solyc02g150141,211.66144488562,5.57157908389844
Spri1,Spri1_flower,OG0001116,Solpri1_01g019930,Solpri1_02g032030,625.945797839718,9.94762365646339
Spri1,Spri1_flower,OG0001116,Solpri1_01g019930,Solpri1_02g032030,601.614044014038,10.7976320527225
Slyc4,Slyc4_flower,OG0001135,Solyc01g097630,Solyc02g085440,1.54686995070956,2.36532069040075
Slyc4,Slyc4_flower,OG0001135,Solyc01g097630,Solyc02g085440,1.43559190965886,0.265785016849831
Spri1,Spri1_flower,OG0001135,Solpri1_01g031420,Solpri1_02g024620,0.541496174181238,1.51151234807862
Spri1,Spri1_flower,OG0001135,Solpri1_01g031420,Solpri1_02g024620,0.409679469776021,0.926549847357459
Slyc4,Slyc4_flower,OG0001168,Solyc02g089520,Solyc02g089540,30.2459869401354,5.68965316291485
Slyc4,Slyc4_flower,OG0001168,Solyc02g089520,Solyc02g089540,30.6619531200996,4.78507272799354
Spri1,Spri1_flower,OG0001168,Solpri1_02g029280,Solpri1_02g029300,12.4907289238992,4.89246307690619
Slyc4,Slyc4_flower,OG0001171,Solyc07g051940,Solyc07g052120,6.33180364596605,1.75139792990444
Slyc4,Slyc4_flower,OG0001171,Solyc07g051940,Solyc07g052120,7.95394993623811,1.87460643243972
Spri1,Spri1_flower,OG0001171,Solpri1_07g020960,Solpri1_07g021090,1.78187057957211,1.43239627875047
Spri1,Spri1_flower,OG0001171,Solpri1_07g020960,Solpri1_07g021090,0.82086811166793,3.55792716083433
Spri1,Spri1_flower,OG0001171,Solpri1_07g020960,Solpri1_07g021090,1.09363458151043,0.972964660113177
Slyc4,Slyc4_flower,OG0001179,Solyc06g007540,Solyc06g082680,269.298757670561,1.2758950104333
Slyc4,Slyc4_flower,OG0001179,Solyc06g007540,Solyc06g082680,272.342147686717,0.905314863623785
Spri1,Spri1_flower,OG0001179,Solpri1_06g002810,Solpri1_06g034170,259.057152796508,0.13542986018763
Spri1,Spri1_flower,OG0001179,Solpri1_06g002810,Solpri1_06g034170,468.667750047154,0.181751869824941
Spri1,Spri1_flower,OG0001179,Solpri1_06g002810,Solpri1_06g034170,366.245417778572,0.0865492783365967
Spri1,Spri1_flower,OG0001179,Solpri1_06g002810,Solpri1_06g034170,497.176454066057,0.320573657144277
Slyc4,Slyc4_flower,OG0001184,Solyc01g110580,Solyc01g110590,16.6973475122618,1.00773564877961
Slyc4,Slyc4_flower,OG0001184,Solyc01g110580,Solyc01g110590,13.226338391737,0.562109829667334
Spri1,Spri1_flower,OG0001184,Solpri1_01g043030,Solpri1_01g043040,23.0944070812143,1.4594316186373
Spri1,Spri1_flower,OG0001184,Solpri1_01g043030,Solpri1_01g043040,16.4264765641935,2
Spri1,Spri1_flower,OG0001184,Solpri1_01g043030,Solpri1_01g043040,33.0320168100051,0.700439718141092
Slyc4,Slyc4_flower,OG0001187,Solyc12g088460,Solyc12g088510,21.6290283667762,3.2684888359259
Slyc4,Slyc4_flower,OG0001187,Solyc12g088460,Solyc12g088510,21.1855547846537,2.97085365434048
Spri1,Spri1_flower,OG0001187,Solpri1_12g026240,Solpri1_12g026280,5.94027494348442,3.73125194297182
Spri1,Spri1_flower,OG0001187,Solpri1_12g026240,Solpri1_12g026280,5.66621835573511,3.23132554610645
Spri1,Spri1_flower,OG0001187,Solpri1_12g026240,Solpri1_12g026280,7.58573105144074,5.07770235699324
Slyc4,Slyc4_flower,OG0001188,Solyc04g076750,Solyc04g076760,1.65473573403466,3.53911677025185
Spri1,Spri1_flower,OG0001188,Solpri1_11g006570,Solpri1_12g026610,412.565410540684,7.02376865300577
Spri1,Spri1_flower,OG0001188,Solpri1_11g006570,Solpri1_12g026610,198.105735852716,5.89197746475227
Spri1,Spri1_flower,OG0001188,Solpri1_11g006570,Solpri1_12g026610,272.754396332133,6.49039451844311
Spri1,Spri1_flower,OG0001188,Solpri1_11g006570,Solpri1_12g026610,234.980391504217,6.06947908727081
Slyc4,Slyc4_flower,OG0001235,Solyc07g063700,Solyc07g063730,0.235897884250004,1.589599531763
Spri1,Spri1_flower,OG0001235,Solpri1_07g028050,Solpri1_07g028060,3.50687742363687,0.338102340598351
Spri1,Spri1_flower,OG0001235,Solpri1_07g028050,Solpri1_07g028060,6.80048528681046,0.383906030211486
Spri1,Spri1_flower,OG0001235,Solpri1_07g028050,Solpri1_07g028060,7.01292403765697,1.61469306990805
Spri1,Spri1_flower,OG0001235,Solpri1_07g028050,Solpri1_07g028060,4.2275185514989,0.301307944145184
Slyc4,Slyc4_flower,OG0001268,Solyc11g011533,Solyc11g011537,11.5016746217496,0.184181348227898
Slyc4,Slyc4_flower,OG0001268,Solyc11g011533,Solyc11g011537,12.3915539836589,0.367228592782225
Spri1,Spri1_flower,OG0001268,Solpri1_04g029030,Solpri1_04g029040,3.26098077357271,1.51320149327185
Spri1,Spri1_flower,OG0001268,Solpri1_04g029030,Solpri1_04g029040,4.54664006158862,0.793309412464581
Spri1,Spri1_flower,OG0001268,Solpri1_04g029030,Solpri1_04g029040,3.9530700400978,0.835129588159203
Spri1,Spri1_flower,OG0001268,Solpri1_04g029030,Solpri1_04g029040,1.88937059004246,0.290809071935397
Slyc4,Slyc4_flower,OG0001293,Solyc02g069680,Solyc06g008280,26.2410750356706,0.287731745753325
Slyc4,Slyc4_flower,OG0001293,Solyc02g069680,Solyc06g008280,26.4343903670686,0.768476566911426
Spri1,Spri1_flower,OG0001293,Solpri1_02g013090,Solpri1_06g001770,25.5994701892778,3.35449640429742
Spri1,Spri1_flower,OG0001293,Solpri1_02g013090,Solpri1_06g001770,26.8196376082682,2.65807820670413
Spri1,Spri1_flower,OG0001293,Solpri1_02g013090,Solpri1_06g001770,29.0253794033778,4.68376073073014
Spri1,Spri1_flower,OG0001293,Solpri1_02g013090,Solpri1_06g001770,23.6464763995993,3.22122987343396
Slyc4,Slyc4_flower,OG0001316,Solyc09g009570,Solyc09g009580,3.94721604769849,4.52291357949276
Slyc4,Slyc4_flower,OG0001316,Solyc09g009570,Solyc09g009580,4.5433535796896,5.70733815063018
Spri1,Spri1_flower,OG0001316,Solpri1_09g000810,Solpri1_09g000820,1.0071093129006,2.51196574812573
Slyc4,Slyc4_flower,OG0001328,Solyc04g014870,Solyc08g075820,7.5216201571007,4.83535431071912
Slyc4,Slyc4_flower,OG0001328,Solyc04g014870,Solyc08g075820,6.40390280671004,4.15921960938168
Spri1,Spri1_flower,OG0001328,Solpri1_04g003060,Solpri1_08g019980,6.7321367552535,5.22045248516617
Slyc4,Slyc4_flower,OG0001335,Solyc09g075060,Solyc09g075070,9.69738411027564,2.23289515884212
Slyc4,Slyc4_flower,OG0001335,Solyc09g075060,Solyc09g075070,9.60032780975165,1.21754719450869
Spri1,Spri1_flower,OG0001335,Solpri1_09g020720,Solpri1_09g020730,3.75538128807254,0.910769853231885
Spri1,Spri1_flower,OG0001335,Solpri1_09g020720,Solpri1_09g020730,4.30647380602815,0.337157660211695
Spri1,Spri1_flower,OG0001335,Solpri1_09g020720,Solpri1_09g020730,3.87153276252524,0.872295705417263
Spri1,Spri1_flower,OG0001335,Solpri1_09g020720,Solpri1_09g020730,4.61788892530778,0.864476200957954
Slyc4,Slyc4_flower,OG0001344,Solyc04g005070,Solyc05g006000,22.9920473289065,3.80546540390891
Slyc4,Slyc4_flower,OG0001344,Solyc04g005070,Solyc05g006000,22.5332733884982,3.79726492280705
Spri1,Spri1_flower,OG0001344,Solpri1_03g015020,Solpri1_03g015040,36.2699538387375,3.36420162778057
Spri1,Spri1_flower,OG0001344,Solpri1_03g015020,Solpri1_03g015040,38.0428533130226,3.85759091761
Spri1,Spri1_flower,OG0001344,Solpri1_03g015020,Solpri1_03g015040,28.5156294360127,4.52767737824665
Spri1,Spri1_flower,OG0001344,Solpri1_03g015020,Solpri1_03g015040,33.2518531617076,3.4731050709917
Slyc4,Slyc4_flower,OG0001368,Solyc07g063160,Solyc10g007010,71.0805232633871,0.647599998935623
Slyc4,Slyc4_flower,OG0001368,Solyc07g063160,Solyc10g007010,54.5250416964462,0.699688510084087
Spri1,Spri1_flower,OG0001368,Solpri1_07g027480,Solpri1_11g024290,22.8030360481872,3.67807190511264
Spri1,Spri1_flower,OG0001368,Solpri1_07g027480,Solpri1_11g024290,30.2982693728234,2.86569890828841
Spri1,Spri1_flower,OG0001368,Solpri1_07g027480,Solpri1_11g024290,27.9924153560648,4.35989594508639
Spri1,Spri1_flower,OG0001368,Solpri1_07g027480,Solpri1_11g024290,30.1242230149569,3.22826898767313
Slyc4,Slyc4_flower,OG0001401,Solyc06g007330,Solyc06g007340,135.593652713408,4.76770442191633
Slyc4,Slyc4_flower,OG0001401,Solyc06g007330,Solyc06g007340,121.005628761987,5.28895521706461
Spri1,Spri1_flower,OG0001401,Solpri1_06g002470,Solpri1_06g033800,62.0524471748974,8.88885817171257
Slyc4,Slyc4_flower,OG0001430,Solyc02g014470,Solyc02g077110,2.44635554023487,2.25107710929374
Slyc4,Slyc4_flower,OG0001430,Solyc02g014470,Solyc02g077110,1.9380916788685,1.76565028212351
Spri1,Spri1_flower,OG0001430,Solpri1_02g009690,Solpri1_02g016500,30.2181889033595,0.287342871299688
Spri1,Spri1_flower,OG0001430,Solpri1_02g009690,Solpri1_02g016500,71.8767339139276,1.19687397900013
Spri1,Spri1_flower,OG0001430,Solpri1_02g009690,Solpri1_02g016500,24.6480407514203,0.53876178326186
Spri1,Spri1_flower,OG0001430,Solpri1_02g009690,Solpri1_02g016500,77.8825741803937,1.14235913810722
Slyc4,Slyc4_flower,OG0001440,Solyc09g091530,Solyc09g091550,11.7758774061443,4.09051092381217
Slyc4,Slyc4_flower,OG0001440,Solyc09g091530,Solyc09g091550,10.1911008419446,4.58997720425172
Spri1,Spri1_flower,OG0001440,Solpri1_09g025620,Solpri1_09g025640,2.60350640487492,3.45544075844126
Slyc4,Slyc4_flower,OG0001447,Solyc04g014490,Solyc11g011010,253.431680890768,2.86504016490354
Slyc4,Slyc4_flower,OG0001447,Solyc04g014490,Solyc11g011010,253.530009695386,3.16835258162356
Spri1,Spri1_flower,OG0001447,Solpri1_04g002490,Solpri1_04g028660,116.00202816556,0.00413577456920638
Spri1,Spri1_flower,OG0001447,Solpri1_04g002490,Solpri1_04g028660,216.686493125652,0.236041270288444
Spri1,Spri1_flower,OG0001447,Solpri1_04g002490,Solpri1_04g028660,188.447793661471,0.511299604782868
Spri1,Spri1_flower,OG0001447,Solpri1_04g002490,Solpri1_04g028660,188.540706833731,0.151148775869262
Slyc4,Slyc4_flower,OG0001481,Solyc07g049360,Solyc12g006003,736.374689079818,0.898279077537895
Slyc4,Slyc4_flower,OG0001481,Solyc07g049360,Solyc12g006003,753.719732984243,0.813494407716987
Spri1,Spri1_flower,OG0001481,Solpri1_05g018610,Solpri1_07g020350,516.840087430082,0.251905303258603
Spri1,Spri1_flower,OG0001481,Solpri1_05g018610,Solpri1_07g020350,553.616714133367,0.422641824964372
Spri1,Spri1_flower,OG0001481,Solpri1_05g018610,Solpri1_07g020350,457.696411943054,0.466349927587348
Spri1,Spri1_flower,OG0001481,Solpri1_05g018610,Solpri1_07g020350,489.464400475587,0.202874341057478
Slyc4,Slyc4_flower,OG0001487,Solyc07g063770,Solyc07g063820,8.62849359547577,0.498632386129012
Slyc4,Slyc4_flower,OG0001487,Solyc07g063770,Solyc07g063820,8.9991142983532,0.512438185654044
Spri1,Spri1_flower,OG0001487,Solpri1_07g028110,Solpri1_07g028170,5.86909004164163,2.73175815768392
Spri1,Spri1_flower,OG0001487,Solpri1_07g028110,Solpri1_07g028170,5.29838956860856,4.14679565696276
Spri1,Spri1_flower,OG0001487,Solpri1_07g028110,Solpri1_07g028170,8.17288532203668,4.47189103092881
Spri1,Spri1_flower,OG0001487,Solpri1_07g028110,Solpri1_07g028170,5.86845289611247,4.87931534609778
Slyc4,Slyc4_flower,OG0001488,Solyc03g111290,Solyc03g111300,0.952330979036541,3.16018360696411
Slyc4,Slyc4_flower,OG0001488,Solyc03g111290,Solyc03g111300,0.694248349745451,1.33166948936556
Spri1,Spri1_flower,OG0001488,Solpri1_03g026570,Solpri1_03g026580,1.97626963297361,3.62304854749654
Spri1,Spri1_flower,OG0001488,Solpri1_03g026570,Solpri1_03g026580,1.25178876632942,2.92260882935545
Slyc4,Slyc4_flower,OG0001519,Solyc06g061023,Solyc06g061027,10.9714698203975,3.68174071640074
Slyc4,Slyc4_flower,OG0001519,Solyc06g061023,Solyc06g061027,10.9638019330707,4.40692914279059
Spri1,Spri1_flower,OG0001519,Solpri1_06g020670,Solpri1_06g020690,78.8893849292502,6.159427863246
Spri1,Spri1_flower,OG0001519,Solpri1_06g020670,Solpri1_06g020690,68.4880062093079,7.4065490864764
Spri1,Spri1_flower,OG0001519,Solpri1_06g020670,Solpri1_06g020690,20.0315921453038,6.53251004608346
Spri1,Spri1_flower,OG0001519,Solpri1_06g020670,Solpri1_06g020690,45.331869790213,6.77569964052038
Slyc4,Slyc4_flower,OG0001524,Solyc01g111280,Solyc01g111300,281.652785607861,4.49046771837059
Slyc4,Slyc4_flower,OG0001524,Solyc01g111280,Solyc01g111300,288.236494866038,4.40790809551784
Spri1,Spri1_flower,OG0001524,Solpri1_01g043630,Solpri1_10g019120,254.447338676286,6.37692956862751
Spri1,Spri1_flower,OG0001524,Solpri1_01g043630,Solpri1_10g019120,261.379769923928,5.66374684040354
Spri1,Spri1_flower,OG0001524,Solpri1_01g043630,Solpri1_10g019120,163.975347918099,4.92206812351201
Spri1,Spri1_flower,OG0001524,Solpri1_01g043630,Solpri1_10g019120,190.838175065128,5.80977473986894
Slyc4,Slyc4_flower,OG0001540,Solyc08g006880,Solyc12g036160,32.7400219947785,3.29105570166504
Slyc4,Slyc4_flower,OG0001540,Solyc08g006880,Solyc12g036160,32.8025824471809,4.03299611124655
Spri1,Spri1_flower,OG0001540,Solpri1_08g004340,Solpri1_12g017280,31.731369826715,2.42141054129736
Spri1,Spri1_flower,OG0001540,Solpri1_08g004340,Solpri1_12g017280,36.4745528856196,2.50953280753787
Spri1,Spri1_flower,OG0001540,Solpri1_08g004340,Solpri1_12g017280,26.669822695979,2.50308170867267
Spri1,Spri1_flower,OG0001540,Solpri1_08g004340,Solpri1_12g017280,32.0640901734411,3.04078915538488
Slyc4,Slyc4_flower,OG0001561,Solyc04g011720,Solyc04g011730,78.9488107501818,0.877536619257099
Slyc4,Slyc4_flower,OG0001561,Solyc04g011720,Solyc04g011730,79.3849485457186,0.791587784609405
Spri1,Spri1_flower,OG0001561,Solpri1_04g001740,Solpri1_04g001750,379.161095328289,0.458817675678252
Spri1,Spri1_flower,OG0001561,Solpri1_04g001740,Solpri1_04g001750,232.170401861765,0.574742750464695
Spri1,Spri1_flower,OG0001561,Solpri1_04g001740,Solpri1_04g001750,340.506678424875,0.518409686407626
Spri1,Spri1_flower,OG0001561,Solpri1_04g001740,Solpri1_04g001750,293.669624819008,0.586433005731703
Slyc4,Slyc4_flower,OG0001581,Solyc07g041900,Solyc07g041920,186.65596572438,0.733375376025789
Slyc4,Slyc4_flower,OG0001581,Solyc07g041900,Solyc07g041920,194.313694684624,0.722191425915391
Spri1,Spri1_flower,OG0001581,Solpri1_07g014360,Solpri1_07g014410,399.403908968943,2.03103573650343
Spri1,Spri1_flower,OG0001581,Solpri1_07g014360,Solpri1_07g014410,698.82760158035,0.348756312416723
Spri1,Spri1_flower,OG0001581,Solpri1_07g014360,Solpri1_07g014410,422.226441768069,0.445183732387381
Spri1,Spri1_flower,OG0001581,Solpri1_07g014360,Solpri1_07g014410,717.724320248652,1.07858170442664
Slyc4,Slyc4_flower,OG0001584,Solyc00g500281,Solyc02g005510,37.3344557846364,6.05708109520727
Slyc4,Slyc4_flower,OG0001584,Solyc00g500281,Solyc02g005510,32.7724327286536,5.38892465895971
Spri1,Spri1_flower,OG0001584,Solpri1_02g000980,Solpri1_08g008050,21.8586008284194,2.75781871268654
Spri1,Spri1_flower,OG0001584,Solpri1_02g000980,Solpri1_08g008050,21.6813662550738,3.34901316711921
Spri1,Spri1_flower,OG0001584,Solpri1_02g000980,Solpri1_08g008050,22.361792681461,2.27037271787964
Spri1,Spri1_flower,OG0001584,Solpri1_02g000980,Solpri1_08g008050,24.6272043205669,6.4276701109942
