species,dataset,OG,Gene1,Gene2,exp_sum,exp_log2FC
Spri1,Spri1_root,OG0000398,Solpri1_07g024510,Solpri1_07g024740,2.5653361336533,0.710078397891784
Spri1,Spri1_root,OG0000398,Solpri1_07g024510,Solpri1_07g024740,1.77082019048755,0.874884102829368
Slyc4,Slyc4_root,OG0000422,Solyc01g094080,Solyc01g094120,11.3555936943156,4.10117353570394
Slyc4,Slyc4_root,OG0000422,Solyc01g094080,Solyc01g094120,12.6269910866255,2.23936117945764
Spri1,Spri1_root,OG0000422,Solpri1_01g027610,Solpri1_01g027620,14.7440181595509,6.49953360812078
Spri1,Spri1_root,OG0000422,Solpri1_01g027610,Solpri1_01g027620,19.6967718508523,5.1868240432628
Spri1,Spri1_root,OG0000422,Solpri1_01g027610,Solpri1_01g027620,9.59233295258607,6.52155991445078
Spri1,Spri1_root,OG0000422,Solpri1_01g027610,Solpri1_01g027620,19.166417675986,5.1683276996454
Slyc4,Slyc4_root,OG0000428,Solyc05g005930,Solyc11g007480,21.1002929895052,7.4900230161906
Spri1,Spri1_root,OG0000428,Solpri1_04g025750,Solpri1_04g025780,153.475917513717,10.0457159340757
Spri1,Spri1_root,OG0000428,Solpri1_04g025750,Solpri1_04g025780,143.430433716088,8.96792033423549
Slyc4,Slyc4_root,OG0000446,Solyc02g072290,Solyc10g085540,0.515296708056103,1.3040555258221
Spri1,Spri1_root,OG0000446,Solpri1_10g023760,Solpri1_10g023770,0.377284209476513,0.365106315093667
Slyc4,Slyc4_root,OG0000456,Solyc02g063150,Solyc03g034220,20.3779595320203,0.882544487690113
Slyc4,Slyc4_root,OG0000456,Solyc02g063150,Solyc03g034220,80.748442972634,1.41775395321417
Spri1,Spri1_root,OG0000456,Solpri1_02g007490,Solpri1_03g003720,15.7423969676027,2.4312817463379
Spri1,Spri1_root,OG0000456,Solpri1_02g007490,Solpri1_03g003720,9.67400260559698,1.32203648262949
Spri1,Spri1_root,OG0000456,Solpri1_02g007490,Solpri1_03g003720,6.98175772413663,2.29272091580493
Spri1,Spri1_root,OG0000456,Solpri1_02g007490,Solpri1_03g003720,12.9766145968712,3.24541520102657
Slyc4,Slyc4_root,OG0000528,Solyc11g065790,Solyc11g069920,4.08098636267896,3.27130202181739
Slyc4,Slyc4_root,OG0000528,Solyc11g065790,Solyc11g069920,4.77714780942182,2.40880554556733
Spri1,Spri1_root,OG0000528,Solpri1_05g013850,Solpri1_06g017260,4.36614242680348,3.08550611364686
Spri1,Spri1_root,OG0000528,Solpri1_05g013850,Solpri1_06g017260,5.50329115582571,3.05853906604659
Spri1,Spri1_root,OG0000528,Solpri1_05g013850,Solpri1_06g017260,6.32584691591103,2.91558111220454
Slyc4,Slyc4_root,OG0000600,Solyc04g007823,Solyc04g007825,2.42301932755103,2.06420748895003
Spri1,Spri1_root,OG0000600,Solpri1_04g006790,Solpri1_04g006860,0.578246109904972,1.46984681570279
Slyc4,Slyc4_root,OG0000668,Solyc04g008220,Solyc05g018500,43.5177189701462,2.18869000835791
Slyc4,Slyc4_root,OG0000668,Solyc04g008220,Solyc05g018500,37.8902479933143,2.20882997089538
Spri1,Spri1_root,OG0000668,Solpri1_01g002450,Solpri1_04g006230,21.8709179158593,0.610591630673834
Spri1,Spri1_root,OG0000668,Solpri1_01g002450,Solpri1_04g006230,25.2230323615726,1.02059744286501
Spri1,Spri1_root,OG0000668,Solpri1_01g002450,Solpri1_04g006230,22.1960874207414,1.3227893196911
Spri1,Spri1_root,OG0000668,Solpri1_01g002450,Solpri1_04g006230,21.0749896623057,0.721338696181376
Slyc4,Slyc4_root,OG0000733,Solyc04g010110,Solyc04g079050,17.1237084518253,1.8388836531783
Slyc4,Slyc4_root,OG0000733,Solyc04g010110,Solyc04g079050,14.7971301063444,1.87553055559003
Spri1,Spri1_root,OG0000733,Solpri1_04g000190,Solpri1_11g004270,4.52208276830808,2.62323747067459
Spri1,Spri1_root,OG0000733,Solpri1_04g000190,Solpri1_11g004270,11.1449710597894,2.40750877961915
Spri1,Spri1_root,OG0000733,Solpri1_04g000190,Solpri1_11g004270,5.20844660298008,3.00174909392832
Spri1,Spri1_root,OG0000733,Solpri1_04g000190,Solpri1_11g004270,6.38076338084184,2.40084504933814
Slyc4,Slyc4_root,OG0000748,Solyc04g008890,Solyc08g069080,88.6128684864768,0.188890990367734
Slyc4,Slyc4_root,OG0000748,Solyc04g008890,Solyc08g069080,84.2593212012851,0.0363177293300462
Spri1,Spri1_root,OG0000748,Solpri1_04g005460,Solpri1_06g003100,349.579734519146,1.21915770054452
Spri1,Spri1_root,OG0000748,Solpri1_04g005460,Solpri1_06g003100,281.984345886427,1.05740010535347
Spri1,Spri1_root,OG0000748,Solpri1_04g005460,Solpri1_06g003100,368.599588303684,1.08170484191118
Spri1,Spri1_root,OG0000748,Solpri1_04g005460,Solpri1_06g003100,363.121160936524,1.40165528735809
Slyc4,Slyc4_root,OG0000789,Solyc03g045140,Solyc09g090510,18.2865817436574,1.29107394790738
Slyc4,Slyc4_root,OG0000789,Solyc03g045140,Solyc09g090510,17.3380308530683,0.904510564756575
Spri1,Spri1_root,OG0000789,Solpri1_03g005870,Solpri1_09g024370,5.27838184283275,1.89183212561555
Spri1,Spri1_root,OG0000789,Solpri1_03g005870,Solpri1_09g024370,5.37633975737854,0.776354908195617
Spri1,Spri1_root,OG0000789,Solpri1_03g005870,Solpri1_09g024370,4.315204787195,2.32479153289166
Spri1,Spri1_root,OG0000789,Solpri1_03g005870,Solpri1_09g024370,4.07006700586568,1.6638801789372
Slyc4,Slyc4_root,OG0000799,Solyc09g011590,Solyc09g011600,58.3477315280605,1.9745702908761
Slyc4,Slyc4_root,OG0000799,Solyc09g011590,Solyc09g011600,54.5944627606446,1.5139474674232
Spri1,Spri1_root,OG0000799,Solpri1_09g005520,Solpri1_09g005530,755.981341572472,2.63270311611342
Spri1,Spri1_root,OG0000799,Solpri1_09g005520,Solpri1_09g005530,732.133129942719,2.99652252662645
Spri1,Spri1_root,OG0000799,Solpri1_09g005520,Solpri1_09g005530,997.047863191417,2.44088065889429
Spri1,Spri1_root,OG0000799,Solpri1_09g005520,Solpri1_09g005530,829.5759974022,2.84815394263209
Slyc4,Slyc4_root,OG0000870,Solyc12g006520,Solyc12g006530,6.88425881160476,3.8073549220576
Slyc4,Slyc4_root,OG0000870,Solyc12g006520,Solyc12g006530,6.44451140859675,4.00450139223494
Spri1,Spri1_root,OG0000870,Solpri1_05g021950,Solpri1_05g021960,2.98141611045737,1.00788667741958
Spri1,Spri1_root,OG0000870,Solpri1_05g021950,Solpri1_05g021960,6.58389075867033,1.61932138950193
Spri1,Spri1_root,OG0000870,Solpri1_05g021950,Solpri1_05g021960,6.58679169339489,2.27467321811449
Spri1,Spri1_root,OG0000870,Solpri1_05g021950,Solpri1_05g021960,10.4941979444493,3.15084463126162
Slyc4,Slyc4_root,OG0000898,Solyc12g044930,Solyc12g098190,25.4798953054863,0.321028138053278
Slyc4,Slyc4_root,OG0000898,Solyc12g044930,Solyc12g098190,25.8558019452378,0.238591514553417
Spri1,Spri1_root,OG0000898,Solpri1_04g011190,Solpri1_12g027670,36.27739252487,5.7189471063561
Spri1,Spri1_root,OG0000898,Solpri1_04g011190,Solpri1_12g027670,44.264849991672,6.30775167337165
Spri1,Spri1_root,OG0000898,Solpri1_04g011190,Solpri1_12g027670,38.4651932177511,5.43966334887723
Spri1,Spri1_root,OG0000898,Solpri1_04g011190,Solpri1_12g027670,39.6028977781055,3.76215160492127
Slyc4,Slyc4_root,OG0000903,Solyc02g090340,Solyc02g090350,1.42365051119515,3.72488508875172
Slyc4,Slyc4_root,OG0000903,Solyc02g090340,Solyc02g090350,1.89653643932249,0.176448464055687
Spri1,Spri1_root,OG0000903,Solpri1_02g028550,Solpri1_08g018660,1.37428843110787,4.04959879699761
Spri1,Spri1_root,OG0000903,Solpri1_02g028550,Solpri1_08g018660,1.54722264213094,1.60213982002639
Spri1,Spri1_root,OG0000903,Solpri1_02g028550,Solpri1_08g018660,1.06414982675619,2.89759570355255
Slyc4,Slyc4_root,OG0000937,Solyc02g079750,Solyc10g006650,542.723304790011,2.437627369145
Slyc4,Slyc4_root,OG0000937,Solyc02g079750,Solyc10g006650,625.634109460643,2.74522952917289
Spri1,Spri1_root,OG0000937,Solpri1_02g019110,Solpri1_11g024610,448.858094030511,4.24880687729841
Spri1,Spri1_root,OG0000937,Solpri1_02g019110,Solpri1_11g024610,495.040714852839,4.33119613629253
Spri1,Spri1_root,OG0000937,Solpri1_02g019110,Solpri1_11g024610,484.651149399907,4.37252714175699
Spri1,Spri1_root,OG0000937,Solpri1_02g019110,Solpri1_11g024610,569.603691972745,4.30972676545805
Slyc4,Slyc4_root,OG0000943,Solyc06g074990,Solyc11g069735,387.947573949655,0.835092208955949
Slyc4,Slyc4_root,OG0000943,Solyc06g074990,Solyc11g069735,373.078812541716,0.856603749414026
Spri1,Spri1_root,OG0000943,Solpri1_06g031660,Solpri1_06g031670,79.8904392368608,0.320371924786842
Spri1,Spri1_root,OG0000943,Solpri1_06g031660,Solpri1_06g031670,82.3917445508894,0.901457947472479
Spri1,Spri1_root,OG0000943,Solpri1_06g031660,Solpri1_06g031670,65.059118134266,0.495631862153152
Spri1,Spri1_root,OG0000943,Solpri1_06g031660,Solpri1_06g031670,64.6927452249903,0.536475278200067
Slyc4,Slyc4_root,OG0001010,Solyc11g011230,Solyc12g042690,24.2061025014229,0.29000672452531
Slyc4,Slyc4_root,OG0001010,Solyc11g011230,Solyc12g042690,24.1298614717137,0.146170214461789
Spri1,Spri1_root,OG0001010,Solpri1_04g028430,Solpri1_04g028440,8.5815261789032,3.50007360313464
Spri1,Spri1_root,OG0001010,Solpri1_04g028430,Solpri1_04g028440,7.94861220870699,2.83794324189103
Spri1,Spri1_root,OG0001010,Solpri1_04g028430,Solpri1_04g028440,8.35753697522978,3.59693514238723
Spri1,Spri1_root,OG0001010,Solpri1_04g028430,Solpri1_04g028440,7.38324894333888,5.49505552836802
Slyc4,Slyc4_root,OG0001052,Solyc03g113220,Solyc06g071050,226.997875312684,0.495699144827947
Slyc4,Slyc4_root,OG0001052,Solyc03g113220,Solyc06g071050,223.837012402832,0.370170104759528
Spri1,Spri1_root,OG0001052,Solpri1_03g028460,Solpri1_06g027520,189.858673689808,2.85531981061101
Spri1,Spri1_root,OG0001052,Solpri1_03g028460,Solpri1_06g027520,145.517380634505,2.07203687442758
Spri1,Spri1_root,OG0001052,Solpri1_03g028460,Solpri1_06g027520,233.283405184115,2.63816039228337
Spri1,Spri1_root,OG0001052,Solpri1_03g028460,Solpri1_06g027520,204.882336726208,2.75168750854062
Slyc4,Slyc4_root,OG0001098,Solyc01g065983,Solyc01g088100,102.833760164124,7.36841389980645
Spri1,Spri1_root,OG0001098,Solpri1_06g005060,Solpri1_06g005070,0.622541871806863,0.204712481015502
Spri1,Spri1_root,OG0001098,Solpri1_06g005060,Solpri1_06g005070,0.81123782167712,2.61974998029435
Slyc4,Slyc4_root,OG0001116,Solyc01g079420,Solyc02g150141,317.890636015643,8.55378016428222
Slyc4,Slyc4_root,OG0001116,Solyc01g079420,Solyc02g150141,320.857782844719,6.99176907094289
Spri1,Spri1_root,OG0001116,Solpri1_01g019930,Solpri1_02g032030,547.494594141786,5.71142074353688
Spri1,Spri1_root,OG0001116,Solpri1_01g019930,Solpri1_02g032030,561.792904032235,6.34640017536788
Spri1,Spri1_root,OG0001116,Solpri1_01g019930,Solpri1_02g032030,531.282513256106,7.49926608398452
Spri1,Spri1_root,OG0001116,Solpri1_01g019930,Solpri1_02g032030,555.361775549978,5.99847687194757
Slyc4,Slyc4_root,OG0001135,Solyc01g097630,Solyc02g085440,0.50538303479077,1.36532069040074
Spri1,Spri1_root,OG0001135,Solpri1_01g031420,Solpri1_02g024620,1.35173911012498,2.14894226869391
Spri1,Spri1_root,OG0001135,Solpri1_01g031420,Solpri1_02g024620,0.920654691174123,0.341587346636307
Spri1,Spri1_root,OG0001135,Solpri1_01g031420,Solpri1_02g024620,1.02035718180887,1.92654984735746
Slyc4,Slyc4_root,OG0001179,Solyc06g007540,Solyc06g082680,346.609615296465,1.18849339390772
Slyc4,Slyc4_root,OG0001179,Solyc06g007540,Solyc06g082680,355.82838586501,1.25010211006227
Spri1,Spri1_root,OG0001179,Solpri1_06g002810,Solpri1_06g034170,423.686427483473,0.491388308081594
Spri1,Spri1_root,OG0001179,Solpri1_06g002810,Solpri1_06g034170,412.429338379437,0.483208278474727
Spri1,Spri1_root,OG0001179,Solpri1_06g002810,Solpri1_06g034170,389.107513347872,0.283197550843129
Spri1,Spri1_root,OG0001179,Solpri1_06g002810,Solpri1_06g034170,430.263597301338,0.524894729820611
Slyc4,Slyc4_root,OG0001256,Solyc03g007890,Solyc06g036290,6.56298372335013,1.16376513731367
Slyc4,Slyc4_root,OG0001256,Solyc03g007890,Solyc06g036290,6.89010979719545,1.97779367695915
Spri1,Spri1_root,OG0001256,Solpri1_03g021000,Solpri1_06g015550,13.8584070727573,0.949960623608532
Spri1,Spri1_root,OG0001256,Solpri1_03g021000,Solpri1_06g015550,22.1517039988879,1.51786796014996
Spri1,Spri1_root,OG0001256,Solpri1_03g021000,Solpri1_06g015550,14.1375165690952,1.57730172660024
Spri1,Spri1_root,OG0001256,Solpri1_03g021000,Solpri1_06g015550,32.5596765541952,0.643109985482251
Slyc4,Slyc4_root,OG0001268,Solyc11g011533,Solyc11g011537,13.5925324233609,0.790272531193253
Slyc4,Slyc4_root,OG0001268,Solyc11g011533,Solyc11g011537,12.4893714205229,1.09745404071142
Spri1,Spri1_root,OG0001268,Solpri1_04g029030,Solpri1_04g029040,7.25868171506648,0.2687827656054
Spri1,Spri1_root,OG0001268,Solpri1_04g029030,Solpri1_04g029040,4.927943615293,0.359248457007645
Spri1,Spri1_root,OG0001268,Solpri1_04g029030,Solpri1_04g029040,6.06936933265332,0.0891752107657459
Spri1,Spri1_root,OG0001268,Solpri1_04g029030,Solpri1_04g029040,8.43941523072766,0.475233643072824
Slyc4,Slyc4_root,OG0001293,Solyc02g069680,Solyc06g008280,40.6565771133406,0.309005503972857
Slyc4,Slyc4_root,OG0001293,Solyc02g069680,Solyc06g008280,43.056356649199,0.107176682546402
Spri1,Spri1_root,OG0001293,Solpri1_02g013090,Solpri1_06g001770,43.1315914766723,0.993569251827229
Spri1,Spri1_root,OG0001293,Solpri1_02g013090,Solpri1_06g001770,47.4499316454656,0.715738775091325
Spri1,Spri1_root,OG0001293,Solpri1_02g013090,Solpri1_06g001770,50.5498783824289,1.37074877334074
Spri1,Spri1_root,OG0001293,Solpri1_02g013090,Solpri1_06g001770,40.3858928304871,1.59836035593671
Slyc4,Slyc4_root,OG0001328,Solyc04g014870,Solyc08g075820,32.7178495032477,5.90316047759652
Slyc4,Slyc4_root,OG0001328,Solyc04g014870,Solyc08g075820,29.6655381421034,4.93319685135133
Spri1,Spri1_root,OG0001328,Solpri1_04g003060,Solpri1_08g019980,18.4246385580585,6.51463558957063
Slyc4,Slyc4_root,OG0001344,Solyc04g005070,Solyc05g006000,20.9772082131252,2.36806009160162
Slyc4,Slyc4_root,OG0001344,Solyc04g005070,Solyc05g006000,21.4074653047158,1.91554788690411
Spri1,Spri1_root,OG0001344,Solpri1_03g015020,Solpri1_03g015040,85.0574416097507,2.98566483265898
Spri1,Spri1_root,OG0001344,Solpri1_03g015020,Solpri1_03g015040,102.502620843497,2.51923144262362
Spri1,Spri1_root,OG0001344,Solpri1_03g015020,Solpri1_03g015040,87.4926742811398,2.87228975030555
Spri1,Spri1_root,OG0001344,Solpri1_03g015020,Solpri1_03g015040,87.0813531258781,2.71579839334276
Slyc4,Slyc4_root,OG0001368,Solyc07g063160,Solyc10g007010,39.219053838365,1.60013048154704
Slyc4,Slyc4_root,OG0001368,Solyc07g063160,Solyc10g007010,34.2340313302491,1.77578484305674
Spri1,Spri1_root,OG0001368,Solpri1_07g027480,Solpri1_11g024290,61.7189143765231,1.47616885930915
Spri1,Spri1_root,OG0001368,Solpri1_07g027480,Solpri1_11g024290,44.5404781434802,2.58496250072115
Spri1,Spri1_root,OG0001368,Solpri1_07g027480,Solpri1_11g024290,54.9419508908077,1.58496250072116
Spri1,Spri1_root,OG0001368,Solpri1_07g027480,Solpri1_11g024290,66.454873606904,1.6959938131099
Slyc4,Slyc4_root,OG0001387,Solyc03g112770,Solyc06g005260,233.204660056996,0.519042173529274
Slyc4,Slyc4_root,OG0001387,Solyc03g112770,Solyc06g005260,231.840494982836,0.679211352181912
Spri1,Spri1_root,OG0001387,Solpri1_02g031960,Solpri1_03g028000,350.657478736545,1.6250149023845
Spri1,Spri1_root,OG0001387,Solpri1_02g031960,Solpri1_03g028000,277.246938003522,0.950739193681099
Spri1,Spri1_root,OG0001387,Solpri1_02g031960,Solpri1_03g028000,337.074982244813,1.91078131567083
Spri1,Spri1_root,OG0001387,Solpri1_02g031960,Solpri1_03g028000,394.462294371974,1.68305089606253
Slyc4,Slyc4_root,OG0001396,Solyc03g116700,Solyc12g042780,18.6881204628802,3.41152223661382
Slyc4,Slyc4_root,OG0001396,Solyc03g116700,Solyc12g042780,22.7214608026292,3.20620332863631
Spri1,Spri1_root,OG0001396,Solpri1_03g031880,Solpri1_03g031890,11.595510641131,3.76861986547276
Spri1,Spri1_root,OG0001396,Solpri1_03g031880,Solpri1_03g031890,4.10359819598376,4.23159184181532
Spri1,Spri1_root,OG0001396,Solpri1_03g031880,Solpri1_03g031890,8.89056972549796,5.05101959617349
Slyc4,Slyc4_root,OG0001410,Solyc01g007263,Solyc10g082020,2.04793472515485,2.53247091366411
Spri1,Spri1_root,OG0001410,Solpri1_01g001780,Solpri1_10g026710,1.54307882794606,0.776337488748887
Slyc4,Slyc4_root,OG0001447,Solyc04g014490,Solyc11g011010,464.647848181697,1.89152284176258
Slyc4,Slyc4_root,OG0001447,Solyc04g014490,Solyc11g011010,429.872229165681,1.8322018696056
Spri1,Spri1_root,OG0001447,Solpri1_04g002490,Solpri1_04g028660,384.346820595095,0.482749731150325
Spri1,Spri1_root,OG0001447,Solpri1_04g002490,Solpri1_04g028660,409.588334534268,0.509101852156139
Spri1,Spri1_root,OG0001447,Solpri1_04g002490,Solpri1_04g028660,423.793097936823,0.513087263672196
Spri1,Spri1_root,OG0001447,Solpri1_04g002490,Solpri1_04g028660,389.69782527954,0.607813049996889
Slyc4,Slyc4_root,OG0001454,Solyc01g106170,Solyc04g076680,64.42319357201,1.23802251782572
Slyc4,Slyc4_root,OG0001454,Solyc01g106170,Solyc04g076680,62.7766574370552,1.84783713423991
Spri1,Spri1_root,OG0001454,Solpri1_11g006600,Solpri1_12g026650,127.352185027601,4.83411419331405
Spri1,Spri1_root,OG0001454,Solpri1_11g006600,Solpri1_12g026650,109.288519605978,5.33556644441036
Spri1,Spri1_root,OG0001454,Solpri1_11g006600,Solpri1_12g026650,90.6556743803202,5.41709632990695
Spri1,Spri1_root,OG0001454,Solpri1_11g006600,Solpri1_12g026650,142.759971012959,5.32715420459416
Slyc4,Slyc4_root,OG0001479,Solyc02g087620,Solyc03g058960,37.5158016353344,8.3237656070133
Spri1,Spri1_root,OG0001479,Solpri1_02g030980,Solpri1_12g012640,41.4650938124229,4.37944327136047
Spri1,Spri1_root,OG0001479,Solpri1_02g030980,Solpri1_12g012640,37.8905620010945,5.00612797084963
Spri1,Spri1_root,OG0001479,Solpri1_02g030980,Solpri1_12g012640,38.0673733323013,4.69979033042836
Spri1,Spri1_root,OG0001479,Solpri1_02g030980,Solpri1_12g012640,43.8447195913281,4.87124118610163
Slyc4,Slyc4_root,OG0001481,Solyc07g049360,Solyc12g006003,301.217636722443,0.00965842786048885
Slyc4,Slyc4_root,OG0001481,Solyc07g049360,Solyc12g006003,335.126574371051,0.101058983913725
Spri1,Spri1_root,OG0001481,Solpri1_05g018610,Solpri1_07g020350,634.94720959999,0.937361318843043
Spri1,Spri1_root,OG0001481,Solpri1_05g018610,Solpri1_07g020350,702.305236797524,1.30214889189718
Spri1,Spri1_root,OG0001481,Solpri1_05g018610,Solpri1_07g020350,611.523049643764,0.688433443994218
Spri1,Spri1_root,OG0001481,Solpri1_05g018610,Solpri1_07g020350,733.000042607613,1.1745216901306
Slyc4,Slyc4_root,OG0001487,Solyc07g063770,Solyc07g063820,24.8269080778811,6.61197385920496
Spri1,Spri1_root,OG0001487,Solpri1_07g028110,Solpri1_07g028170,14.522578987535,7.28681917269122
Slyc4,Slyc4_root,OG0001509,Solyc07g016215,Solyc10g009150,1926.3767912359,0.410486937171429
Slyc4,Slyc4_root,OG0001509,Solyc07g016215,Solyc10g009150,1811.78773110805,0.417413095958019
Spri1,Spri1_root,OG0001509,Solpri1_11g021780,Solpri1_11g021790,1615.21431998839,0.0452921257954029
Spri1,Spri1_root,OG0001509,Solpri1_11g021780,Solpri1_11g021790,941.495635598654,0.195014567915637
Spri1,Spri1_root,OG0001509,Solpri1_11g021780,Solpri1_11g021790,1766.48505091581,0.0532380817298761
Spri1,Spri1_root,OG0001509,Solpri1_11g021780,Solpri1_11g021790,893.558952471849,0.0581470134602984
Slyc4,Slyc4_root,OG0001519,Solyc06g061023,Solyc06g061027,3.93378011358913,2.94867957669044
Slyc4,Slyc4_root,OG0001519,Solyc06g061023,Solyc06g061027,7.2442531050649,4.70501049572358
Spri1,Spri1_root,OG0001519,Solpri1_06g020670,Solpri1_06g020690,114.093832480667,4.47999954587695
Spri1,Spri1_root,OG0001519,Solpri1_06g020670,Solpri1_06g020690,238.126115138161,5.58904440367765
Spri1,Spri1_root,OG0001519,Solpri1_06g020670,Solpri1_06g020690,119.61815416828,4.53841064752314
Spri1,Spri1_root,OG0001519,Solpri1_06g020670,Solpri1_06g020690,106.424723314905,5.57013456740508
Slyc4,Slyc4_root,OG0001539,Solyc08g007820,Solyc08g007830,5.81882423064323,0.826389951749834
Slyc4,Slyc4_root,OG0001539,Solyc08g007820,Solyc08g007830,3.71934268744958,2.13124453327825
Spri1,Spri1_root,OG0001539,Solpri1_08g001020,Solpri1_08g001030,1.83779315053483,0.947196130701147
Spri1,Spri1_root,OG0001539,Solpri1_08g001020,Solpri1_08g001030,1.61166813816497,1.69666005907358
Slyc4,Slyc4_root,OG0001540,Solyc08g006880,Solyc12g036160,207.592852185142,2.59630233915909
Slyc4,Slyc4_root,OG0001540,Solyc08g006880,Solyc12g036160,195.403688219832,2.47469260413291
Spri1,Spri1_root,OG0001540,Solpri1_08g004340,Solpri1_12g017280,121.800636142889,4.01082470693193
Spri1,Spri1_root,OG0001540,Solpri1_08g004340,Solpri1_12g017280,131.086234553752,3.96129239670329
Spri1,Spri1_root,OG0001540,Solpri1_08g004340,Solpri1_12g017280,129.978370890408,4.50992808450483
Spri1,Spri1_root,OG0001540,Solpri1_08g004340,Solpri1_12g017280,136.788200260781,3.92254273814365
Slyc4,Slyc4_root,OG0001546,Solyc04g071270,Solyc05g051583,4.17520626614967,2.78675435291554
Slyc4,Slyc4_root,OG0001546,Solyc04g071270,Solyc05g051583,2.55922599595302,0.176719771059355
Spri1,Spri1_root,OG0001546,Solpri1_07g003080,Solpri1_11g011290,0.434429350446841,1.1702662657942
Slyc4,Slyc4_root,OG0001560,Solyc06g007130,Solyc06g007140,8.90997075990737,3.67088950952682
Slyc4,Slyc4_root,OG0001560,Solyc06g007130,Solyc06g007140,9.75502843007052,3.08932558526753
Spri1,Spri1_root,OG0001560,Solpri1_06g003270,Solpri1_06g003290,11.7320890319548,5.34274386632925
Slyc4,Slyc4_root,OG0001566,Solyc09g005610,Solyc10g085210,3.01964212228297,1.83899122256142
Spri1,Spri1_root,OG0001566,Solpri1_02g020870,Solpri1_09g007740,3.28332584152287,3.2256344340286
Spri1,Spri1_root,OG0001566,Solpri1_02g020870,Solpri1_09g007740,2.68045903037628,3.2256344340286
Slyc4,Slyc4_root,OG0001578,Solyc02g080840,Solyc02g080850,0.385272153721647,0.944371131146293
Slyc4,Slyc4_root,OG0001578,Solyc02g080840,Solyc02g080850,0.63131267802546,1.9443711311463
Spri1,Spri1_root,OG0001578,Solpri1_02g020040,Solpri1_02g020050,0.44936063368574,0.00803092752618878
