species,Gene1,Gene2,Orthogroup,Gene_family_size,Gene1_exp,Gene2_exp,num_shared_tissue,coexpression,log2FC_mean,log2FC_sd,Gene1_tau,Gene2_tau,Gene1_tissue,Gene2_tissue,sequence_similarity,duplication_mode,Ks,Ka.Ks,pseudogene,domestication_status,dosage_category,retention_category
Setu1,Soletu1_04g000640,Soletu1_04g018630,OG0002313,2,136.2926696,26.90999108,2,0.914769323,2.343087988,0.150197239,0.120185813,0.034734699,NA,NA,94.213,transposed,0.677902,0.0413274,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_05g010880,Soletu1_07g007200,OG0002413,2,7.629666493,24.34845436,2,0.927538945,1.669721642,0.16172825,0.052116052,0.126039985,NA,NA,78.947,dispersed,0.696849,0.175053,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g008160,Soletu1_05g005160,OG0002533,2,13.51351102,51.06836361,2,0.973749251,1.903541277,0.27288801,0.058752446,0.310553406,NA,NA,89.091,WGD,0.675742,0.0864897,TRUE,wild,constrained,transcriptional_drift
Setu1,Soletu1_03g015590,Soletu1_05g000780,OG0002595,2,6.238719072,22.3890182,2,0.90555722,1.839186488,0.11105813,0.013888227,0.043690759,NA,NA,79.542,transposed,1.40796,0.0870048,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g021280,Soletu1_03g002400,OG0002721,2,2.598440531,33.71533813,0,0.951954763,3.747764241,0.664548946,0.153332693,0.527826839,NA,NA,74.801,WGD,1.14165,0.115649,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_08g000610,Soletu1_08g014630,OG0002814,2,59.14517675,29.41195264,2,0.916679149,1.008825367,0.201474973,0.017765763,0.048783807,NA,NA,66.935,WGD,1.06697,0.180454,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g013610,Soletu1_02g013630,OG0002835,2,1304.019023,562.0090203,2,0.999737867,1.223079158,0.061803665,0.249918224,0.254370369,NA,NA,97.807,proximal,0.160279,0.0749155,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g038070,Soletu1_07g006860,OG0002880,2,88.99023454,5.991704206,2,0.946674655,3.893033914,0.093341319,0.133562334,0.103011814,NA,NA,64.13,transposed,1.92616,0.121223,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g026230,Soletu1_01g026240,OG0002885,2,81.19664155,675.9827778,2,0.997266327,3.574743574,0.919491381,0.84801521,0.641522487,apices,NA,82,tandem,0.700555,0.143361,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g001020,Soletu1_06g012910,OG0003076,2,147.0010653,37.38194679,2,0.964462253,1.956621899,0.173732742,0.311855443,0.183737629,NA,NA,93.452,dispersed,0.797138,0.0356246,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g030380,Soletu1_03g012050,OG0003113,2,21.64768993,4.731006304,2,0.956972738,2.190227435,0.130410382,0.378584277,0.385530583,NA,NA,89.363,WGD,0.551147,0.0858846,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g015360,Soletu1_03g000930,OG0003118,2,28.39224544,9.108653141,2,0.988878071,1.642251953,0.060178074,0.052926233,0.118629764,NA,NA,88.235,WGD,0.498017,0.133807,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_05g013530,Soletu1_05g013550,OG0003135,2,802.9483131,230.6572541,2,0.998202516,1.81454547,0.100892234,0.289865301,0.333141953,NA,NA,94.309,proximal,0.101523,0.270338,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g007630,Soletu1_01g007640,OG0003174,2,20.89861588,58.24014938,2,0.922670761,1.361982416,0.394767891,0.391105613,0.6241849,NA,NA,92.5,tandem,0.0921184,0.376661,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g019070,Soletu1_02g019080,OG0003204,2,126.8887026,335.9536801,2,0.985208209,1.376522299,0.246306966,0.467227299,0.454730065,NA,NA,80.769,tandem,0.329256,0.109336,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_03g025870,Soletu1_06g018460,OG0003219,2,163.0535015,51.27438581,2,0.905145297,1.648872985,0.158995889,0.321927416,0.179047949,NA,NA,86.179,WGD,0.643994,0.140284,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_08g001390,Soletu1_08g013360,OG0003286,2,127.3044043,55.63550139,2,0.908066207,1.209819556,0.165674412,0.167170333,0.247279779,NA,NA,89.617,WGD,0.620296,0.104865,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_04g024000,Soletu1_05g014990,OG0003651,2,22.31386371,44.96311562,2,0.910612642,1.060514824,0.252590452,0.438939612,0.302788404,NA,NA,89.565,dispersed,0.329105,0.323471,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_04g017710,Soletu1_05g018160,OG0003804,2,16.72622428,58.15161114,2,0.991087478,1.714804321,0.447841377,0.43670104,0.496131328,NA,NA,62.651,WGD,2.74733,0.0592997,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g023820,Soletu1_03g002980,OG0004012,2,25.55759914,7.931999597,2,0.990488316,1.647643559,0.220663138,0.424254612,0.250570539,NA,NA,83.529,WGD,0.843773,0.104933,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_02g026440,Soletu1_02g026480,OG0004155,2,5.052643755,23.20177353,2,0.95648592,2.179353348,0.259232693,0.051757191,0.197189291,NA,NA,83.908,proximal,0.0690234,0.785933,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_08g014880,Soletu1_08g014890,OG0004297,2,13.35047146,38.88072479,2,0.986369083,1.517169336,0.16455939,0.197505955,0.286480506,NA,NA,NA,NA,NA,NA,TRUE,wild,constrained,transcriptional_drift
Setu1,Soletu1_06g003150,Soletu1_06g010530,OG0004348,2,201.711461,3.845237778,1,0.954276513,5.882334219,0.509224631,0.439876088,0.63673581,NA,NA,82.061,transposed,3.76283,0.0278766,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_07g023460,Soletu1_07g023470,OG0004354,2,5.531485788,2.974261052,1,0.999363391,1.076557486,0.437516157,0.396639997,0.659560996,NA,NA,NA,NA,NA,NA,TRUE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g001340,Soletu1_01g001410,OG0004400,2,178.2569255,65.09983538,2,0.996554823,1.463704019,0.10683049,0.001872924,0.013042719,NA,NA,97.643,proximal,0.0680333,0.189979,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g007250,Soletu1_03g004220,OG0004407,2,6543.530738,748.862245,1,0.993484122,2.741768278,0.711761342,1,0.999284212,In,In,55.67,transposed,1.27639,0.253694,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_03g024750,Soletu1_06g019870,OG0004490,2,2039.118576,338.7771584,2,0.991387058,2.613597934,0.188804045,0.448619471,0.476864472,NA,NA,89.243,WGD,0.792429,0.0712021,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_04g006490,Soletu1_05g005840,OG0004552,2,9.60152011,58.32725237,2,0.92083583,2.589903491,0.173186178,0.158225206,0.29205911,NA,NA,85.422,WGD,0.69731,0.106969,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g020090,Soletu1_01g020100,OG0004760,2,215.3434855,69.17022232,2,0.975659077,1.760421166,0.51873055,0.564210508,0.742770041,NA,In,82.248,tandem,0.382105,0.250534,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_06g014110,Soletu1_08g018280,OG0004858,2,6.312855451,26.09342026,2,0.919637507,2.088562411,0.231458483,0.464974999,0.312426241,NA,NA,78.284,WGD,0.613152,0.189787,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_03g030970,Soletu1_03g030980,OG0004889,2,10.24542059,66.82765311,2,0.954913122,2.716185695,0.301377828,0.301608622,0.317636274,NA,NA,93.91,tandem,0.212871,0.126339,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_03g016120,Soletu1_06g006580,OG0004903,2,47.19883009,20.12185238,2,0.968881067,1.231586434,0.073991807,0.159478335,0.192457065,NA,NA,91.429,WGD,0.658396,0.0695079,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_07g010020,Soletu1_08g009650,OG0005067,2,85.67268351,15.88325967,2,0.987866986,2.454802352,0.174148836,0.129079686,0.184814117,NA,NA,50,WGD,2.99107,0.10014,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_04g005970,Soletu1_05g000070,OG0005315,2,57.61267058,26.65821646,2,0.930834332,1.1378483,0.217070463,0.275847618,0.390700362,NA,NA,82.759,WGD,1.9763,0.188549,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g005440,Soletu1_01g005490,OG0006196,2,54.15748852,9.969755317,2,0.95787148,2.462789117,0.345442378,0.493062928,0.528627497,NA,NA,NA,NA,NA,NA,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g012540,Soletu1_03g026090,OG0006377,2,10.25494972,34.83404859,2,0.999288496,1.779042769,0.146088055,0.062437016,0.044651628,NA,NA,92.763,dispersed,0.24934,0.153963,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g009950,Soletu1_06g004790,OG0006656,2,4.833725129,22.61219037,2,0.994682445,2.249942614,0.251106831,0.012882207,0.021736279,NA,NA,100,NA,NA,NA,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g011650,Soletu1_07g007760,OG0006883,2,43.67998883,10.8772239,2,0.956972738,2.027185628,0.21056639,0.207578248,0.369557743,NA,NA,97.087,dispersed,0.113396,0.117229,FALSE,wild,constrained,transcriptional_drift
Setu1,Soletu1_01g013540,Soletu1_05g009800,OG0027780,2,7.077921204,3.831971258,2,0.997715698,1.122704809,0.711998149,0.334392095,0.317782116,NA,NA,NA,NA,NA,NA,TRUE,wild,constrained,transcriptional_drift
Setu1,Soletu1_04g008460,Soletu1_04g008910,OG0000433,3,139.0682117,97.74338509,2,0.998015279,0.489523139,0.199225183,0.150881237,0.022342433,NA,NA,99.197,WGD,0.00505975,0.724095,FALSE,wild,constrained,conserved
Setu1,Soletu1_07g014420,Soletu1_07g014440,OG0000760,3,10.05091834,15.60282538,2,0.949745357,0.79596918,0.734473077,0.422933921,0.064939605,NA,NA,91.875,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_06g001300,Soletu1_06g028000,OG0000791,3,268.0270038,385.7165442,2,0.959369383,0.516410929,0.157444183,0.106639037,0.2598724,NA,NA,96.241,WGD,0.477868,0.0643175,FALSE,wild,constrained,conserved
Setu1,Soletu1_01g009330,Soletu1_03g009220,OG0000902,4,9.823829775,16.32737465,2,0.999288496,0.729298653,0.048032138,0.148973604,0.12263221,NA,NA,60.751,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_04g002100,Soletu1_05g014540,OG0000921,3,283.1318147,445.7750879,2,0.97176453,0.55232985,0.383798317,0.285342461,0.538722707,NA,NA,88.095,WGD,0.657611,0.0764568,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g013530,Soletu1_02g021430,OG0001084,3,34.40561315,24.09340305,2,0.902860995,0.525937326,0.182800672,0.217619941,0.296816634,NA,NA,79.5,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_06g002050,Soletu1_06g027340,OG0001092,4,171.5311175,290.0721944,2,0.933717795,0.768481194,0.176433372,0.078457712,0.163399218,NA,NA,93.269,WGD,1.1061,0.0398868,FALSE,wild,constrained,conserved
Setu1,Soletu1_04g018890,Soletu1_06g025310,OG0001233,2,416.7449226,625.9550237,2,0.996068005,0.487988504,0.427872293,0.266255647,0.556567698,NA,NA,78.261,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_01g040550,Soletu1_04g003200,OG0001269,2,23.75121969,19.77779482,2,0.951056022,0.28477717,0.261865563,0.213579014,0.020218868,NA,NA,72.146,transposed,3.76761,0.0425136,FALSE,wild,constrained,conserved
Setu1,Soletu1_03g029380,Soletu1_06g017680,OG0001437,3,157.745529,259.6588329,2,0.986968244,0.696426838,0.174793568,0.097182786,0.263679014,NA,NA,90.345,WGD,0.461248,0.104441,FALSE,wild,constrained,conserved
Setu1,Soletu1_07g021640,Soletu1_07g021700,OG0001487,2,9.639091051,12.21677575,2,0.907691732,0.403145752,0.292676543,0.504102514,0.294481371,NA,NA,82.126,NA,NA,NA,TRUE,wild,constrained,conserved
Setu1,Soletu1_03g027700,Soletu1_06g019100,OG0001549,3,881.1396141,536.2945496,2,0.972101558,0.722827433,0.096416706,0.24228919,0.311955503,NA,NA,94.495,WGD,1.84079,0.015605,FALSE,wild,constrained,conserved
Setu1,Soletu1_06g001960,Soletu1_06g026990,OG0001558,4,479.749346,423.5349086,2,0.999438286,0.174982675,0.053954776,0.007573005,0.016830341,NA,NA,83.129,WGD,1.09781,0.0380715,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g002540,Soletu1_08g009870,OG0001723,2,17.5647661,25.23387668,2,0.939784302,0.544170609,0.173834804,0.284683504,0.161692784,NA,NA,87.204,transposed,0.508242,0.12848,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g021410,Soletu1_02g021420,OG0001731,2,8.804788117,13.98759312,2,0.994345416,0.600053086,0.244389063,0.640528224,0.69994953,NA,NA,99.478,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_01g010590,Soletu1_02g013810,OG0001733,2,10.17861197,16.59823909,2,0.975284602,0.677889005,0.17731729,0.463111991,0.51553973,NA,NA,91.429,dispersed,0.638502,0.0733316,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g012350,Soletu1_06g003880,OG0001751,2,35.64092957,38.06641291,2,1,0.132390011,0.166599876,0.556386335,0.631149882,NA,NA,86.754,transposed,0.868114,0.0733421,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g000070,Soletu1_02g000080,OG0001832,4,2784.924963,1974.444766,2,0.999662972,0.511138257,0.102436293,0.05078178,0.019845795,NA,NA,98.649,tandem,0.113146,0.0543239,FALSE,wild,constrained,conserved
Setu1,Soletu1_08g002410,Soletu1_08g002440,OG0001855,2,26.9912185,20.76321902,2,0.96187837,0.374560237,0.121650042,0.273436619,0.279162485,NA,NA,89.145,proximal,0.107794,0.335557,FALSE,wild,constrained,conserved
Setu1,Soletu1_08g002130,Soletu1_08g017820,OG0001856,2,44.51097125,35.25455783,2,0.982774116,0.347775555,0.081101081,0.320405259,0.35306226,NA,NA,90.472,WGD,0.673678,0.0591842,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g021940,Soletu1_04g005840,OG0001868,2,58.79973878,107.2806951,2,0.965885261,0.853162265,0.130530228,0.367200394,0.395903165,NA,NA,92.432,dispersed,0.187695,0.189044,FALSE,wild,constrained,conserved
Setu1,Soletu1_01g002900,Soletu1_01g002910,OG0001879,2,569.91442,431.0318138,2,0.900838826,0.401021974,0.141292305,0.104197468,0.067504917,NA,NA,100,tandem,0.0861312,-1.29E-14,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g031080,Soletu1_06g010860,OG0001934,2,37.04712673,25.27356686,2,0.942555422,0.680412682,0.397541835,0.465815141,0.640122571,NA,NA,72.952,transposed,4.83518,0.0459917,FALSE,wild,constrained,conserved
Setu1,Soletu1_04g001750,Soletu1_05g014720,OG0001960,2,18.50680217,21.65966051,2,0.947086579,0.227657422,0.063833147,0.175292746,0.149620992,NA,NA,87.407,WGD,0.68942,0.0937379,FALSE,wild,constrained,conserved
Setu1,Soletu1_06g028510,Soletu1_06g028520,OG0001965,2,55.5189043,49.50050791,2,0.981276213,0.163023131,0.119177013,0.220349133,0.129660638,NA,NA,98.246,tandem,0.114123,0.075401,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g000130,Soletu1_02g000140,OG0001990,2,14.46752891,15.69747471,2,0.967720192,0.299819033,0.385730512,0.502089301,0.245479884,NA,NA,91.292,tandem,0.2918,0.13924,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g032900,Soletu1_02g032910,OG0002027,2,415.3610687,376.3404249,2,1,0.118209374,0.125101586,0.504157066,0.428848723,NA,NA,96.316,tandem,0.158442,0.119661,FALSE,wild,constrained,conserved
Setu1,Soletu1_03g014080,Soletu1_04g020770,OG0002064,2,30.37424383,24.50037309,2,0.920723487,0.356187795,0.255429629,0.299050195,0.407898515,NA,NA,93.842,transposed,0.23386,0.101211,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g000890,Soletu1_06g024530,OG0002082,2,13.86848199,14.1475385,2,0.963301378,0.081249603,0.106658107,0.04696262,0.045089802,NA,NA,90.311,WGD,0.639401,0.0967103,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g003010,Soletu1_06g024230,OG0002083,2,12.78185078,10.46916894,2,0.914544638,0.288807257,0.304787928,0.66937758,0.599663503,NA,NA,85.024,WGD,1.24188,0.0930548,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g004900,Soletu1_06g023890,OG0002085,2,14.90310004,27.00507322,2,0.949520671,0.823621388,0.215892923,0.165084571,0.344493644,NA,NA,86.639,WGD,0.666294,0.0999713,FALSE,wild,constrained,conserved
Setu1,Soletu1_03g019280,Soletu1_06g021410,OG0002086,2,769.454788,670.642811,2,0.972363691,0.198370509,0.093716227,0.138029654,0.066973588,NA,NA,81.728,WGD,0.66597,0.113744,FALSE,wild,constrained,conserved
Setu1,Soletu1_01g001170,Soletu1_03g020160,OG0002096,2,17.44549288,21.22920531,2,0.974460755,0.271018172,0.093176298,0.290090847,0.361753679,NA,NA,62.969,NA,NA,NA,FALSE,wild,constrained,conserved
Setu1,Soletu1_04g001720,Soletu1_04g007930,OG0002100,2,391.495796,203.4563287,2,0.992398143,0.959263079,0.134289559,0.373686398,0.391123301,NA,NA,100,dispersed,0.093244,4.73884e-12,FALSE,wild,constrained,conserved
Setu1,Soletu1_05g010120,Soletu1_05g010260,OG0002117,2,25.15322219,24.08325882,2,0.967495506,0.090430811,0.105710606,0.419618571,0.393567165,NA,NA,93.132,dispersed,0.053944,0.520343,FALSE,wild,constrained,conserved
Setu1,Soletu1_02g014800,Soletu1_08g005180,OG0002165,2,29.46436491,54.44266149,2,0.982437088,0.86963833,0.135203616,0.268466893,0.321149694,NA,NA,96.25,WGD,0.638465,0.0173537,FALSE,wild,constrained,conserved
